City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
466,Methoni,GR,48.2,few clouds,36.82,21.7,Methoni Beach Hotel
467,Bara,NG,52.12,few clouds,10.41,10.6,
468,Tiarei,PF,80.6,scattered clouds,-17.53,-149.33,Le Rocher de Tahiti
469,Elizabeth City,US,44.01,clear sky,36.3,-76.22,Hampton Inn Elizabeth City
470,Lakes Entrance,AU,71.01,few clouds,-37.88,147.99,The Esplanade Resort & Spa
471,Berea,US,41.0,clear sky,37.57,-84.3,Historic Boone Tavern Hotel and Restaurant
472,Pekin,US,41.0,clear sky,40.57,-89.64,Econo Lodge & Suites
473,Goiatuba,BR,69.76,overcast clouds,-18.02,-49.36,Hotel Barrocos
474,Ordzhonikidze,UA,37.72,light snow,44.96,35.36,Semeynyy Apart-Otel' Feniks
475,Nouadhibou,MR,62.6,dust,20.93,-17.03,El Medina
476,Port-Gentil,GA,80.6,scattered clouds,-0.72,8.78,Fengshui Residence
477,Nabire,ID,87.76,few clouds,-3.36,135.5,Hotel Nusantara Nabire
479,Gat,SN,69.8,dust,14.69,-16.54,
482,Grand Gaube,MU,84.2,broken clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
484,Atambua,ID,81.64,moderate rain,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
486,Winnemucca,US,35.01,clear sky,40.97,-117.74,Winners Inn Casino
487,Makakilo City,US,75.2,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
488,Pochutla,MX,75.2,clear sky,15.74,-96.47,Hotel Posada San Jose
490,Alofi,NU,77.0,scattered clouds,-19.06,-169.92,Taloa Heights
491,Tres Arroyos,AR,54.64,clear sky,-38.38,-60.28,Habitacion Triple con baño y entrada privada
492,Hobyo,SO,82.0,light rain,5.35,48.53,
495,Namie,JP,46.99,scattered clouds,37.52,140.86,熊ノ森山
496,Portland,US,35.01,clear sky,43.66,-70.25,Hampton Inn Portland Downtown - Waterfront
498,Cacoal,BR,72.28,light rain,-11.43,-61.44,Hotel BR 364
499,Lieksa,FI,35.92,broken clouds,63.32,30.02,Kaatrahovi
500,Timberlake,US,48.0,clear sky,32.26,-81.31,Elizabeth Tolar
501,Porlamar,VE,78.8,scattered clouds,10.96,-63.85,Hotel Bella Vista
502,Jiangkou,CN,46.18,overcast clouds,30.7,117.56,池州市天韵生态农庄
503,Cerrito,CO,68.0,scattered clouds,6.84,-72.7,Finca Lulu
505,Mardin,TR,41.0,broken clouds,37.32,40.72,Reyhani Kasri Hotel
507,Porosozero,RU,35.92,overcast clouds,62.72,32.71,Porosozero
508,Barrinha,BR,75.2,light rain,-21.19,-48.16,Fazendinha resort From Barry
509,Singaraja,ID,83.8,overcast clouds,-8.11,115.08,Puri Saron Hotels
511,Poya,NC,74.62,few clouds,-21.35,165.16,
513,Panorama,BR,75.16,scattered clouds,-21.35,-51.86,Hotel Panorama
515,Tchibanga,GA,74.62,overcast clouds,-2.92,11.0,Complexe Hotelier Modibotie
518,Cantaura,VE,72.1,broken clouds,9.31,-64.36,Hotel Lorenzana
519,Coahuayana,MX,70.84,broken clouds,18.62,-100.35,
520,Katsina,NG,47.62,clear sky,12.99,7.6,Katsina Motel
521,Gouyave,GD,77.0,broken clouds,12.16,-61.73,Rumboat Retreat
522,Rantoul,US,41.0,clear sky,40.31,-88.16,First Heritage Inn
523,Nova Vicosa,BR,76.06,scattered clouds,-17.89,-39.37,Pousada Porto do Sol
524,Kabalo,CD,74.08,overcast clouds,-6.05,26.92,
525,Kuching,MY,82.4,light intensity shower rain,1.56,110.34,Hilton Kuching
526,Luwingu,ZM,70.66,overcast clouds,-10.26,29.92,Mountain City Hotel
527,Sao Francisco De Paula,BR,72.0,light rain,-29.45,-50.58,Village da Serra Hotel
528,Taybad,IR,49.6,light rain,34.74,60.78,دفتردستک محمدسیاه
530,Margate,AU,71.01,broken clouds,-43.03,147.26,Villa Howden
531,Guerrero Negro,MX,59.5,few clouds,27.97,-114.04,The Halfway Inn
533,San Jose,HN,66.34,overcast clouds,14.25,-87.96,APUFRAM
534,Yotoco,CO,69.8,broken clouds,3.86,-76.39,Motel Las Colinas
538,Tahoua,NE,51.8,sand,14.89,5.26,Bungalows Guesthouse
539,Pacific Grove,US,55.4,overcast clouds,36.62,-121.92,Lovers Point Inn
541,Kasongo-Lunda,CD,70.48,light rain,-6.48,16.82,
543,Iranshahr,IR,66.2,clear sky,27.21,60.69,خوابگاه ابوذر
544,Leeuwarden,NL,37.4,mist,53.2,5.79,Bastion Hotel Leeuwarden
545,Lingao,CN,72.28,few clouds,19.91,109.69,Lingao Ditai Inn
546,Livingston,US,51.8,light rain,32.58,-88.19,Comfort Inn
547,Beloha,MG,84.7,scattered clouds,-25.17,45.06,
